,timestamp,open,high,low,close,volume
48,2023-04-11,1911.27,1938.73,1882.2,1890.67,534743.65475286
49,2023-04-12,1890.66,1933.79,1852.86,1917.94,802971.17732105
50,2023-04-13,1917.94,2025.92,1899.91,2013.26,865549.69725695
51,2023-04-14,2013.26,2132.88,2010.65,2100.04,1199712.8752129
52,2023-04-15,2100.04,2112.82,2072.2,2091.59,396161.86996984
53,2023-04-16,2091.58,2146.51,2073.13,2119.41,470975.05792414
54,2023-04-17,2119.4,2120.92,2056.16,2075.16,605097.64634619
55,2023-04-18,2075.16,2125.68,2050.05,2103.68,552311.18387484
56,2023-04-19,2103.69,2104.93,1920.03,1934.02,1125784.67843454
57,2023-04-20,1934.03,1984.91,1902.23,1941.94,722232.35662085
58,2023-04-21,1942.09,1956.41,1823.34,1848.45,1077335.87031588
59,2023-04-22,1848.45,1886.9,1841.62,1873.56,341574.68394588
60,2023-04-23,1873.56,1882.12,1834.61,1861.25,424506.55881424
61,2023-04-24,1861.25,1889.79,1805.38,1841.4,815633.56537284
62,2023-04-25,1841.4,1878.01,1800.38,1865.56,716109.93222834
63,2023-04-26,1865.56,1964.66,1782.15,1865.87,1392650.50782823
64,2023-04-27,1865.87,1938.58,1860.0,1908.63,1236069.44714182
65,2023-04-28,1908.63,1924.0,1875.0,1891.16,566438.31591539
66,2023-04-29,1891.16,1919.27,1882.41,1908.38,246708.76037468
67,2023-04-30,1908.38,1940.0,1865.2,1868.97,531864.51269811
68,2023-05-01,1868.98,1885.48,1806.0,1830.79,678660.87224662
69,2023-05-02,1830.79,1882.24,1822.34,1870.15,509014.85067253
70,2023-05-03,1870.15,1916.98,1842.38,1905.4,853397.10977961
71,2023-05-04,1905.5,1919.07,1866.29,1877.0,471822.29646927
72,2023-05-05,1877.01,2018.53,1875.57,1994.61,886293.24909712
73,2023-05-06,1994.6,2021.63,1859.84,1899.53,773579.23008982
74,2023-05-07,1899.52,1935.71,1870.02,1872.74,509673.00146424
75,2023-05-08,1873.04,1886.88,1810.71,1847.94,823610.36579759
76,2023-05-09,1847.93,1861.99,1831.04,1846.22,384973.1770661
77,2023-05-10,1846.23,1887.31,1786.43,1841.0,916293.17538404
78,2023-05-11,1841.0,1841.77,1765.73,1794.24,670120.5832125
79,2023-05-12,1794.25,1818.0,1736.17,1807.36,786841.22228956
80,2023-05-13,1807.36,1816.78,1783.39,1794.71,275207.56312464
81,2023-05-14,1794.71,1824.61,1790.1,1799.25,321351.24288644
82,2023-05-15,1799.17,1847.49,1784.37,1815.38,526094.32677421
83,2023-05-16,1815.37,1832.7,1795.0,1823.78,349284.41007017
84,2023-05-17,1823.78,1837.34,1783.47,1821.8,472231.7216384
85,2023-05-18,1821.79,1831.69,1769.87,1800.01,445804.93428541
86,2023-05-19,1800.0,1829.73,1796.86,1811.51,319672.05946996
87,2023-05-20,1811.51,1829.37,1806.8,1819.16,133695.09518105
88,2023-05-21,1819.16,1829.0,1796.82,1804.25,193746.41589855
89,2023-05-22,1804.25,1828.0,1791.29,1816.73,288702.30855841
90,2023-05-23,1816.73,1876.99,1814.94,1853.83,425544.85794561
91,2023-05-24,1853.83,1853.84,1774.71,1799.27,524491.10954515
92,2023-05-25,1799.28,1818.7,1757.67,1805.16,426853.73501294
93,2023-05-26,1805.16,1838.15,1796.56,1827.79,275485.65077837
94,2023-05-27,1827.78,1836.37,1811.49,1830.19,163200.76075346
95,2023-05-28,1830.19,1931.24,1822.62,1909.06,449670.25942957
96,2023-05-29,1909.06,1928.17,1873.2,1892.66,350586.16144333
97,2023-05-30,1892.65,1917.34,1881.11,1900.61,312111.12549856
98,2023-05-31,1900.61,1906.83,1845.0,1873.05,412911.42802888
99,2023-06-01,1873.05,1890.46,1838.5,1860.94,398001.42671394
100,2023-06-02,1860.94,1910.75,1846.09,1906.27,370127.17713069
101,2023-06-03,1906.27,1907.14,1881.38,1891.62,147590.36006269
102,2023-06-04,1891.62,1914.44,1883.77,1889.46,198982.20997596
103,2023-06-05,1889.47,1889.99,1771.03,1810.1,714927.90833605
104,2023-06-06,1810.19,1898.62,1795.98,1883.93,628057.77926719
105,2023-06-07,1883.93,1897.58,1821.0,1832.07,566363.01496374
106,2023-06-08,1832.07,1861.02,1828.11,1845.16,247806.5290527
107,2023-06-09,1845.15,1854.73,1825.89,1840.06,308633.78509332
108,2023-06-10,1840.06,1844.8,1715.01,1751.92,840326.14820663
109,2023-06-11,1751.91,1778.33,1739.0,1752.9,292388.98961546
110,2023-06-12,1752.9,1759.64,1718.32,1742.75,377647.86877166
111,2023-06-13,1742.75,1766.26,1724.0,1739.68,383465.58619387
112,2023-06-14,1739.68,1750.0,1625.25,1650.09,617763.16807497
113,2023-06-15,1650.09,1679.25,1620.95,1665.42,436158.28682256
114,2023-06-16,1665.42,1728.9,1647.44,1717.09,491925.19812317
115,2023-06-17,1717.09,1772.0,1713.63,1726.53,348533.8717426
116,2023-06-18,1726.53,1747.23,1711.26,1719.92,259739.62082741
117,2023-06-19,1719.91,1751.24,1696.3,1736.4,423964.78435224
118,2023-06-20,1736.4,1796.08,1713.0,1791.73,545480.85619063
119,2023-06-21,1791.73,1901.63,1787.09,1888.68,859766.19064751
120,2023-06-22,1888.68,1932.45,1865.01,1871.54,420966.10921579
121,2023-06-23,1871.53,1937.29,1860.87,1892.77,617212.23807628
122,2023-06-24,1892.77,1905.99,1864.25,1875.31,266792.05226834
123,2023-06-25,1875.31,1930.75,1868.74,1898.68,391138.14813178
124,2023-06-26,1898.68,1909.28,1834.11,1858.4,550656.83830389
125,2023-06-27,1858.4,1911.96,1854.45,1888.73,387234.73900563
126,2023-06-28,1888.73,1889.41,1814.28,1827.47,469241.86846649
127,2023-06-29,1827.47,1880.0,1827.46,1851.14,366063.49438198
128,2023-06-30,1851.14,1946.52,1822.41,1932.99,931067.09377086
129,2023-07-01,1932.99,1944.09,1908.77,1924.16,227533.28160801
130,2023-07-02,1924.15,1963.1,1880.46,1937.23,440742.78677789
131,2023-07-03,1937.24,1976.78,1933.75,1954.4,446386.9953228
132,2023-07-04,1954.41,1966.52,1930.78,1935.16,336005.96031741
133,2023-07-05,1935.15,1941.51,1893.23,1909.79,361351.75530893
134,2023-07-06,1909.79,1958.37,1844.62,1844.62,814898.6893622
135,2023-07-07,1844.62,1877.53,1824.43,1870.14,414922.54900018
136,2023-07-08,1870.15,1872.53,1841.5,1865.36,202124.36488238
137,2023-07-09,1865.36,1878.54,1855.8,1862.13,212717.43477484
138,2023-07-10,1862.13,1905.4,1845.63,1879.91,392795.58125238
139,2023-07-11,1879.9,1891.25,1861.74,1877.59,245444.13212495
140,2023-07-12,1877.59,1901.5,1863.4,1870.91,344501.89989522
141,2023-07-13,1870.9,2014.03,1861.01,2004.93,768067.25041742
142,2023-07-14,2004.92,2030.38,1897.31,1937.87,660550.06718217
143,2023-07-15,1937.87,1946.26,1926.18,1930.6,174791.70940999
144,2023-07-16,1930.6,1943.51,1912.78,1922.07,233490.11582568
145,2023-07-17,1922.07,1935.68,1872.28,1910.73,415011.34802486
146,2023-07-18,1910.74,1916.59,1873.91,1896.84,349211.73134448
147,2023-07-19,1896.84,1922.09,1881.24,1887.51,335133.97953606
148,2023-07-20,1887.51,1928.49,1876.17,1890.6,387764.75623865
149,2023-07-21,1890.6,1905.56,1884.48,1891.13,221625.55495116
150,2023-07-22,1891.14,1896.53,1846.02,1864.81,182090.77056016
151,2023-07-23,1864.81,1904.79,1857.24,1888.09,239494.75907424
152,2023-07-24,1888.1,1889.86,1830.02,1849.32,391196.9138112
153,2023-07-25,1849.31,1867.56,1844.63,1856.95,205548.30247547
154,2023-07-26,1856.94,1887.27,1847.12,1871.06,332081.34118418
155,2023-07-27,1871.06,1885.49,1854.0,1859.98,225531.57123824
156,2023-07-28,1859.98,1882.96,1855.66,1873.65,173802.3869903
157,2023-07-29,1873.65,1886.27,1868.51,1880.1,99273.32702487
158,2023-07-30,1880.1,1885.52,1847.69,1860.68,210353.34456108
159,2023-07-31,1860.68,1876.85,1850.0,1855.29,191283.09760946
160,2023-08-01,1855.29,1874.93,1807.17,1872.86,457153.77333419
161,2023-08-02,1872.86,1878.98,1819.85,1839.01,434298.28006803
162,2023-08-03,1839.01,1858.36,1824.91,1834.61,249256.24197572
163,2023-08-04,1834.61,1850.0,1812.22,1827.77,288568.22887682
164,2023-08-05,1827.76,1837.83,1825.78,1835.5,77393.60238395
165,2023-08-06,1835.5,1837.19,1823.53,1827.94,104734.89732871
166,2023-08-07,1827.94,1845.76,1798.67,1826.96,313064.00106899
167,2023-08-08,1826.96,1878.06,1824.49,1855.58,288252.47483836
168,2023-08-09,1855.58,1870.82,1845.04,1854.15,187657.92386128
169,2023-08-10,1854.14,1864.89,1843.45,1850.6,189151.4723015
170,2023-08-11,1850.6,1855.8,1836.0,1847.5,154931.84046772
171,2023-08-12,1847.5,1852.4,1844.72,1847.95,47731.13814507
172,2023-08-13,1847.95,1861.53,1833.06,1839.14,112795.82301944
173,2023-08-14,1839.14,1854.82,1833.6,1844.1,155121.81569632
174,2023-08-15,1844.09,1845.57,1811.52,1826.59,197504.0901454
175,2023-08-16,1826.59,1829.17,1791.71,1805.59,246023.92883438
176,2023-08-17,1805.58,1807.8,1478.14,1680.93,1100626.69524486
177,2023-08-18,1680.93,1698.28,1638.01,1660.11,505765.15668724
178,2023-08-19,1660.11,1695.5,1653.04,1668.29,227998.91017933
179,2023-08-20,1668.28,1693.62,1660.8,1684.03,175697.74697394
180,2023-08-21,1684.03,1687.42,1647.36,1666.43,314984.40717493
181,2023-08-22,1666.43,1668.14,1576.92,1633.24,580685.82086976
182,2023-08-23,1633.25,1701.0,1628.27,1678.32,535624.32852728
183,2023-08-24,1678.32,1681.75,1632.64,1659.52,287664.21785388
184,2023-08-25,1659.52,1676.21,1633.86,1652.39,358309.76078833
185,2023-08-26,1652.39,1653.92,1642.45,1645.37,71191.24900673
186,2023-08-27,1645.37,1658.53,1644.95,1656.67,92778.05614681
187,2023-08-28,1656.67,1662.82,1618.81,1652.11,322346.2555278
188,2023-08-29,1652.11,1745.54,1638.23,1728.58,700228.12661813
189,2023-08-30,1728.57,1729.75,1693.59,1704.34,245243.49302656
190,2023-08-31,1704.35,1728.28,1628.37,1644.73,569244.2904097
191,2023-09-01,1644.73,1653.3,1600.66,1627.58,385888.67352962
192,2023-09-02,1627.59,1644.0,1626.91,1636.31,101951.04813261
193,2023-09-03,1636.3,1646.78,1623.78,1634.67,152811.79099017
194,2023-09-04,1634.67,1644.0,1615.36,1629.34,193185.33155113
195,2023-09-05,1629.35,1646.0,1608.31,1632.89,231413.10614168
196,2023-09-06,1632.9,1672.29,1606.27,1632.11,309165.75482772
197,2023-09-07,1632.12,1658.96,1621.91,1646.74,269881.18577896
198,2023-09-08,1646.74,1657.73,1614.68,1635.19,222319.60896108
199,2023-09-09,1635.19,1636.12,1628.99,1632.05,39734.9426168
