,timestamp,open,high,low,close,volume
0,2023-02-22,24459.8,24481.6,23585.9,24197.2,106262.22838205
1,2023-02-23,24197.2,24617.9,23611.6,23946.2,103580.17479204
2,2023-02-24,23946.1,24138.8,22827.7,23186.1,106572.30009536
3,2023-02-25,23186.1,23211.1,22688.0,23156.0,37363.98454426
4,2023-02-26,23156.0,23682.6,23062.9,23555.0,43955.57074591
5,2023-02-27,23555.1,23887.6,23100.0,23486.1,73871.59444274
6,2023-02-28,23486.1,23594.0,23017.8,23130.8,53042.617173
7,2023-03-01,23131.1,24003.2,23018.4,23633.6,74070.1342307
8,2023-03-02,23633.6,23801.2,23188.1,23457.5,47139.98845844
9,2023-03-03,23457.4,23465.7,21888.0,22351.4,103016.41735007
10,2023-03-04,22351.5,22398.8,22157.2,22343.8,15380.938896
11,2023-03-05,22343.8,22652.1,22183.0,22421.5,35211.74468011
12,2023-03-06,22421.4,22597.9,22255.3,22393.1,33106.65862233
13,2023-03-07,22393.2,22547.4,21922.0,22190.5,66892.26453122
14,2023-03-08,22190.6,22276.2,21522.1,21693.7,67659.49555477
15,2023-03-09,21693.6,21821.0,20020.0,20356.4,137494.31874702
16,2023-03-10,20356.4,20356.4,19348.3,20198.1,191204.26482627
17,2023-03-11,20198.0,20856.6,19858.1,20613.1,120192.72667794
18,2023-03-12,20613.1,22292.0,20433.3,22154.4,133305.37656421
19,2023-03-13,22155.1,24600.0,21870.7,24178.4,232503.34672106
20,2023-03-14,24178.4,26600.0,24035.9,24759.7,269028.81888152
21,2023-03-15,24758.4,25300.0,23900.0,24363.0,180501.52997047
22,2023-03-16,24363.0,25228.9,24195.4,25043.9,112651.43856688
23,2023-03-17,25044.0,27835.8,24937.8,27437.8,201059.23335804
24,2023-03-18,27437.9,27800.1,26607.0,26978.4,120573.41314042
25,2023-03-19,26978.4,28470.9,26893.8,28051.0,132012.69871061
26,2023-03-20,28051.1,28603.0,27200.0,27795.3,152874.69418407
27,2023-03-21,27794.9,28513.4,27350.0,28164.6,96654.5509075
28,2023-03-22,28164.6,28987.2,26626.1,27309.0,187331.00971051
29,2023-03-23,27308.9,28845.0,27160.0,28337.8,142000.56113363
30,2023-03-24,28337.8,28414.0,27000.0,27478.3,113225.94736434
31,2023-03-25,27478.3,27824.3,27171.4,27488.4,43465.64830172
32,2023-03-26,27488.5,28244.0,27438.6,27985.8,52207.6932346
33,2023-03-27,27985.9,28041.1,26500.0,27126.7,91238.61000487
34,2023-03-28,27126.7,27520.0,26618.9,27264.4,71596.20781295
35,2023-03-29,27264.5,28662.8,27252.2,28347.5,92752.29522435
36,2023-03-30,28347.6,29194.0,27668.0,28024.8,111057.46133775
37,2023-03-31,28024.7,28666.0,27483.1,28464.0,84852.90512615
38,2023-04-01,28463.8,28830.0,28205.2,28452.6,30023.82474924
39,2023-04-02,28452.6,28536.4,27855.9,28175.0,35367.50503195
40,2023-04-03,28175.0,28550.0,27190.9,27807.6,101235.65144626
41,2023-04-04,27806.4,28450.0,27665.6,28159.9,60405.94554038
42,2023-04-05,28159.9,28788.0,27786.0,28171.2,80676.6607651
43,2023-04-06,28170.1,28188.9,27689.1,28034.3,45700.29573716
44,2023-04-07,28034.3,28101.2,27765.5,27910.8,24445.129324
45,2023-04-08,27910.8,28168.8,27870.0,27943.5,16389.20898024
46,2023-04-09,27943.4,28544.1,27792.2,28331.9,29729.45300731
47,2023-04-10,28332.0,29833.5,28159.7,29666.7,73500.83825742
48,2023-04-11,29666.8,30599.9,29631.1,30226.6,74616.2468104
49,2023-04-12,30226.6,30502.3,29663.3,29902.1,69495.75577885
50,2023-04-13,29902.2,30631.9,29874.9,30397.9,50714.04317404
51,2023-04-14,30397.9,31066.0,29972.0,30469.7,75393.90558266
52,2023-04-15,30469.7,30604.2,30225.5,30308.7,22085.69016604
53,2023-04-16,30308.7,30575.0,30121.0,30318.3,27852.32026787
54,2023-04-17,30318.2,30331.3,29205.8,29429.2,64156.71909062
55,2023-04-18,29429.2,30493.4,29100.0,30385.8,70805.82047422
56,2023-04-19,30385.9,30416.9,28552.0,28810.0,99251.53826502
57,2023-04-20,28809.9,29090.0,27983.0,28236.0,76674.34146088
58,2023-04-21,28236.2,28369.7,27091.4,27256.7,102055.37444422
